L'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',N264,D0.005868
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.01606
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.013844
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.01312
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.018987
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.008754
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.008752
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.008028
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.008752
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.008026
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.008027
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.010937
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.010213
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.012399
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.010941
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.013127
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.010939
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.012403
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.010941
I'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.011667
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',D0.000727
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.010223
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.011702
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.010949
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.010224
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.013134
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.010945
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.010219
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.00876
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.013141
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.012417
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.014597
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.013144
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.007301
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.008029
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.008758
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.00803
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.00803
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.009486
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.010211
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.008029
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.008031
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.01096
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.009484
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.013866
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.008757
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.016837
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.009483
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.009485
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.018322
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.014613
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.011677
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.020543
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.011676
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.012404
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.009485
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.010938
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.008758
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.008032
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.00876
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.009486
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.009487
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.009488
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.013155
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.010952
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.008763
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.010951
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.00949
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.00949
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.013892
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.008762
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.010948
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.008761
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.008762
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.008761
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.012409
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.009489
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.014586
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.013852
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.012396
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.016795
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.014579
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.013855
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.019722
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.009489
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.008763
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.008761
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.008762
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.011672
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.010948
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.013134
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.011676
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.013862
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.011674
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.013138
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.011676
I'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.012402
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.010948
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.012427
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.011674
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.010949
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.013859
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.01167
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.010944
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.009485
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.013866
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.013142
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.015322
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.013869
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.008026
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.008754
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.009483
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.008755
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.008755
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.010211
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.010936
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.008754
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.008756
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.011685
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.010209
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.014591
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.009482
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.017562
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.010208
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.01021
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.019047
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.015338
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.012402
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.021268
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.012401
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.013129
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.01021
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.011663
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.009483
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.008757
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.009485
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.010211
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.010212
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.010213
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.01388
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.011677
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.009488
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.011676
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.010215
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.010215
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.014617
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.011673
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.009486
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.010212
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.009486
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.010212
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.013134
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.010214
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.015311
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.014577
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.013121
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.01752
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.015304
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.01458
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.020447
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.010214
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.010212
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.009488
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.010212
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.009486
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.009487
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.012397
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.011673
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.013859
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.012401
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.014587
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.012399
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.013863
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.012401
I'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.013127
I'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.008767
I'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.008014
I'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.007289
I'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.010201
I'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.008012
I'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.007286
